TransactionID,OrderNumber,OrderDate,DeliveryDate,Quantity,CustomerID,StoreID,ProductID,ProductName,ProductBrand,ProductColor,ProductCost,ProductSalePrice,PackagingCouries,Profit,ProductSubcategory,ProductCategory,total sale,total profit
11080003,1108000,2018-01-12,2018-01-17,4,969384,41,435,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,295.9045,25.1518825,133.1226175,Desktops,Computers,1183.618,532.49047
11080004,1108000,2018-01-12,2018-01-17,8,969384,41,1616,Contoso DVD Player M100 Black,Contoso,Black,26.21,56.3515,4.7898775,25.3516225,Movie DVD,"Music, Movies and Audio Books",450.812,202.81298
11080011,1108001,2018-01-12,2018-01-17,8,823679,31,103,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,113.692,9.66382,51.14818,Bluetooth Headphones,Audio,909.536,409.18544
11080012,1108001,2018-01-12,2018-01-17,1,823679,31,2089,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,131.28,282.252,23.99142,126.98058,Water Heaters,Home Appliances,282.252,126.98058
11080013,1108001,2018-01-12,2018-01-17,4,823679,31,305,SV Car Video LCD7 M7001 Black,Southridge Video,Black,151.3,325.295,27.650075,146.344925,Car Video,TV and Video,1301.18,585.3797
11080014,1108001,2018-01-12,2018-01-17,1,823679,31,426,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Black,254.86,547.949,46.575665,246.513335,Desktops,Computers,547.949,246.513335
11080015,1108001,2018-01-12,2018-01-17,1,823679,31,2110,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Red,488.7,1050.705,89.309925,472.695075,Water Heaters,Home Appliances,1050.705,472.695075
11080016,1108001,2018-01-12,2018-01-17,6,823679,31,1818,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,16.31,35.0665,2.9806525,15.7758475,Download Games,Games and Toys,210.399,94.655085
11080017,1108001,2018-01-12,2018-01-17,1,823679,31,607,Contoso Screen 106in M060 Silver,Contoso,Silver,83.16,178.794,15.19749,80.43651,Projectors & Screens,Computers,178.794,80.43651
11080021,1108002,2018-01-12,2018-01-20,9,1517394,0,1712,MGS Flight Simulator X Acceleration Expansion Pack M200,Tailspin Toys,Silver,32.25,69.3375,5.8936875,31.1938125,Download Games,Games and Toys,624.0375,280.7443125
11080031,1108003,2018-01-12,2018-01-17,1,701706,30,1590,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Silver,7.58,16.297,1.385245,7.331755,Movie DVD,"Music, Movies and Audio Books",16.297,7.331755
11080032,1108003,2018-01-12,2018-01-17,2,701706,30,1626,Contoso DVD Recorder L240 Gold,Contoso,Gold,72.56,156.004,13.26034,70.18366,Movie DVD,"Music, Movies and Audio Books",312.008,140.36732
11080041,1108004,2018-01-12,2018-01-17,3,1717650,47,55,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,210.8505,17.9222925,94.8582075,Recording Pen,Audio,632.5515,284.5746225
11080042,1108004,2018-01-12,2018-01-17,2,1717650,47,1598,SV DVD External DVD Burner M200 Grey,Southridge Video,Grey,26.62,57.233,4.864805,25.748195,Movie DVD,"Music, Movies and Audio Books",114.466,51.49639
11080051,1108005,2018-01-12,2018-01-17,2,788244,29,1466,Contoso Pen Touch Screen Phones M320 Black,Contoso,Black,133.36,286.724,24.37154,128.99246,Touch Screen Phones,Cell phones,573.448,257.98492
11080061,1108006,2018-01-12,2018-01-17,4,1605337,44,1502,The Phone Company Smart phones 4 GB of Memory M300 Pink,The Phone Company,Pink,109.91,236.3065,20.0860525,106.3104475,Smart phones & PDAs,Cell phones,945.226,425.24179
11080062,1108006,2018-01-12,2018-01-17,6,1605337,44,300,SV Car Video AM/FM E1001 Black,Southridge Video,Black,111.65,240.0475,20.4040375,107.9934625,Car Video,TV and Video,1440.285,647.960775
11080063,1108006,2018-01-12,2018-01-17,8,1605337,44,1646,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,73.57,158.1755,13.4449175,71.1605825,Movie DVD,"Music, Movies and Audio Books",1265.404,569.28466
11080071,1108007,2018-01-12,2018-01-17,2,713338,29,1570,The Phone Company PDA Palm 4.7 inch L850 White,The Phone Company,White,131.87,283.5205,24.0992425,127.5512575,Smart phones & PDAs,Cell phones,567.041,255.102515
11080072,1108007,2018-01-12,2018-01-17,1,713338,29,19,Contoso 8GB Super-Slim MP3/Video Player M800 Pink,Contoso,Pink,50.56,108.704,9.23984,48.90416,MP4&MP3,Audio,108.704,48.90416
11080081,1108008,2018-01-12,2018-01-17,1,1670940,44,755,Contoso Home/Office Laptop Power Adapter E300 Black,Contoso,Black,13,27.95,2.37575,12.57425,Computers Accessories,Computers,27.95,12.57425
11080101,1108010,2018-01-12,2018-01-17,2,1656861,65,1077,"Contoso SLR Camera 35"" X358 Black",Contoso,Black,188.19,404.6085,34.3917225,182.0267775,Digital SLR Cameras,Cameras and camcorders,809.217,364.053555
11080111,1108011,2018-01-12,2018-01-17,2,985427,38,1104,Contoso SLR Camera X146 Orange,Contoso,Orange,141.47,304.1605,25.8536425,136.8368575,Digital SLR Cameras,Cameras and camcorders,608.321,273.673715
11080112,1108011,2018-01-12,2018-01-17,5,985427,38,1735,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Black,14.28,30.702,2.60967,13.81233,Download Games,Games and Toys,153.51,69.06165
11080113,1108011,2018-01-12,2018-01-17,2,985427,38,445,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,552.679,46.977715,248.641285,Desktops,Computers,1105.358,497.28257
11080114,1108011,2018-01-12,2018-01-17,10,985427,38,1412,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Black,132.9,285.735,24.287475,128.547525,Touch Screen Phones,Cell phones,2857.35,1285.47525
11090001,1109000,2018-01-13,2018-01-18,6,1953978,55,1478,The Phone Company Smart phones Expert M400 Black,The Phone Company,Black,137.96,296.614,25.21219,133.44181,Smart phones & PDAs,Cell phones,1779.684,800.65086
11090011,1109001,2018-01-13,2018-01-18,4,325,6,443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,345.0535,29.3295475,155.2339525,Desktops,Computers,1380.214,620.93581
11090012,1109001,2018-01-13,2018-01-18,4,325,6,656,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Proseware,Black,72.66,156.219,13.278615,70.280385,"Printers, Scanners & Fax",Computers,624.876,281.12154
11090013,1109001,2018-01-13,2018-01-18,3,325,6,1084,Contoso SLR Camera X143 Grey,Contoso,Grey,214.03,460.1645,39.1139825,207.0205175,Digital SLR Cameras,Cameras and camcorders,1380.4935,621.0615525
11090021,1109002,2018-01-13,2018-01-18,3,1725975,64,457,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.14,241.101,20.493585,108.467415,Desktops,Computers,723.303,325.402245
11090031,1109003,2018-01-13,2018-01-18,2,391082,9,2107,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,363.75,782.0625,66.4753125,351.8371875,Water Heaters,Home Appliances,1564.125,703.674375
11090032,1109003,2018-01-13,2018-01-18,3,391082,9,439,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Brown,257.06,552.679,46.977715,248.641285,Desktops,Computers,1658.037,745.923855
11090033,1109003,2018-01-13,2018-01-18,1,391082,9,423,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,275.46,592.239,50.340315,266.438685,Desktops,Computers,592.239,266.438685
11090041,1109004,2018-01-13,2018-01-18,1,584064,23,1823,MGS Flight Simulator 2009 E179,Tailspin Toys,Blue,16.31,35.0665,2.9806525,15.7758475,Download Games,Games and Toys,35.0665,15.7758475
11090042,1109004,2018-01-13,2018-01-18,5,584064,23,98,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,118.637,10.084145,53.372855,Bluetooth Headphones,Audio,593.185,266.864275
11090051,1109005,2018-01-13,2018-01-18,10,1529853,54,70,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.4075,4.0296375,21.3278625,Bluetooth Headphones,Audio,474.075,213.278625
11090052,1109005,2018-01-13,2018-01-18,7,1529853,54,367,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Black,166.2,357.33,30.37305,160.75695,Laptops,Computers,2501.31,1125.29865
11090061,1109006,2018-01-13,2018-01-18,3,1843780,56,2092,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Blue,363.75,782.0625,66.4753125,351.8371875,Water Heaters,Home Appliances,2346.1875,1055.511563
11090062,1109006,2018-01-13,2018-01-18,2,1843780,56,971,A. Datum Full Frame Digital Camera X300 Grey,A. Datum,Grey,76.53,164.5395,13.9858575,74.0236425,Digital Cameras,Cameras and camcorders,329.079,148.047285
11090063,1109006,2018-01-13,2018-01-18,2,1843780,56,86,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,98.857,8.402845,44.474155,Bluetooth Headphones,Audio,197.714,88.94831
11090071,1109007,2018-01-13,2018-01-18,1,1515698,66,184,SV 16xDVD E340 Silver,Southridge Video,Silver,45.53,97.8895,8.3206075,44.0388925,VCD & DVD,TV and Video,97.8895,44.0388925
11090072,1109007,2018-01-13,2018-01-18,2,1515698,66,1581,SV DVD Recorder L240 Gold,Southridge Video,Gold,72.56,156.004,13.26034,70.18366,Movie DVD,"Music, Movies and Audio Books",312.008,140.36732
11090081,1109008,2018-01-13,2018-01-18,2,785441,30,2509,Contoso Original K1m Li-Ion Standard Battery E170 Black,Contoso,Black,2.07,4.4505,0.3782925,2.0022075,Cell phones Accessories,Cell phones,8.901,4.004415
11090091,1109009,2018-01-13,2018-01-18,2,350141,8,452,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,112.14,241.101,20.493585,108.467415,Desktops,Computers,482.202,216.93483
11090092,1109009,2018-01-13,2018-01-18,7,350141,8,1523,The Phone Company PDA Phone 3.5 inches M320 Black,The Phone Company,Black,137.5,295.625,25.128125,132.996875,Smart phones & PDAs,Cell phones,2069.375,930.978125
11090093,1109009,2018-01-13,2018-01-18,1,350141,8,1285,Contoso Mini Battery Charger Kit E320 Silver,Contoso,Silver,12.74,27.391,2.328235,12.322765,Cameras & Camcorders Accessories,Cameras and camcorders,27.391,12.322765
11090101,1109010,2018-01-13,2018-01-18,3,320030,8,1658,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,120.572,10.24862,54.24338,Movie DVD,"Music, Movies and Audio Books",361.716,162.73014
11090102,1109010,2018-01-13,2018-01-18,3,320030,8,1434,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,The Phone Company,Grey,123.24,264.966,22.52211,119.20389,Touch Screen Phones,Cell phones,794.898,357.61167
11090111,1109011,2018-01-13,2018-01-18,1,1891465,0,1289,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,39.76,85.484,7.26614,38.45786,Cameras & Camcorders Accessories,Cameras and camcorders,85.484,38.45786
11090121,1109012,2018-01-13,2018-01-18,4,747344,29,814,Contoso Laptop Starter Bundle M200 Grey,Contoso,Grey,7.59,16.3185,1.3870725,7.3414275,Computers Accessories,Computers,65.274,29.36571
11090122,1109012,2018-01-13,2018-01-18,1,747344,29,2502,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,10.9435,0.9301975,4.9233025,Cell phones Accessories,Cell phones,10.9435,4.9233025
11090123,1109012,2018-01-13,2018-01-18,1,747344,29,52,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Silver,91.95,197.6925,16.8038625,88.9386375,Recording Pen,Audio,197.6925,88.9386375
11090131,1109013,2018-01-13,2018-01-22,3,280277,0,450,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,654.632,55.64372,294.50828,Desktops,Computers,1963.896,883.52484
11090141,1109014,2018-01-13,2018-01-18,6,1652808,57,692,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware,Grey,82.17,176.6655,15.0165675,79.4789325,"Printers, Scanners & Fax",Computers,1059.993,476.873595
11090142,1109014,2018-01-13,2018-01-18,1,1652808,57,1702,SV Hand Games for Office worker L28 Red,Southridge Video,Red,5.63,12.1045,1.0288825,5.4456175,Boxed Games,Games and Toys,12.1045,5.4456175
11090143,1109014,2018-01-13,2018-01-18,1,1652808,57,447,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,252.0015,21.4201275,113.3713725,Desktops,Computers,252.0015,113.3713725
11090144,1109014,2018-01-13,2018-01-18,8,1652808,57,1219,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",Fabrikam,Blue,305.81,657.4915,55.8867775,295.7947225,Camcorders,Cameras and camcorders,5259.932,2366.35778
11090161,1109016,2018-01-13,2018-01-18,2,1790385,48,788,Contoso Smart Battery M901 White,Contoso,White,5.29,11.3735,0.9667475,5.1167525,Computers Accessories,Computers,22.747,10.233505
11090171,1109017,2018-01-13,2018-01-18,7,1988805,44,176,SV 16xDVD M360 Black,Southridge Video,Black,58.36,125.474,10.66529,56.44871,VCD & DVD,TV and Video,878.318,395.14097
11090181,1109018,2018-01-13,2018-01-15,3,1780221,0,1603,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Black,56.08,120.572,10.24862,54.24338,Movie DVD,"Music, Movies and Audio Books",361.716,162.73014
11090182,1109018,2018-01-13,2018-01-15,3,1780221,0,1546,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,The Phone Company,Silver,100.06,215.129,18.285965,96.783035,Smart phones & PDAs,Cell phones,645.387,290.349105
11090183,1109018,2018-01-13,2018-01-15,7,1780221,0,102,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,52.88,113.692,9.66382,51.14818,Bluetooth Headphones,Audio,795.844,358.03726
11090191,1109019,2018-01-13,2018-01-18,3,1501608,53,419,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,188.13,404.4795,34.3807575,181.9687425,Desktops,Computers,1213.4385,545.9062275
11090192,1109019,2018-01-13,2018-01-18,1,1501608,53,611,WWI Projector 1080p LCD86 Black,Wide World Importers,Black,760.38,1634.817,138.959445,735.477555,Projectors & Screens,Computers,1634.817,735.477555
11090193,1109019,2018-01-13,2018-01-18,1,1501608,53,1640,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Red,7.58,16.297,1.385245,7.331755,Movie DVD,"Music, Movies and Audio Books",16.297,7.331755
11090201,1109020,2018-01-13,2018-01-18,3,1266796,56,1415,The Phone Company Touch Screen Phones Infrared M901 Black,The Phone Company,Black,137.96,296.614,25.21219,133.44181,Touch Screen Phones,Cell phones,889.842,400.32543
11090202,1109020,2018-01-13,2018-01-18,2,1266796,56,1446,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Gold,132.9,285.735,24.287475,128.547525,Touch Screen Phones,Cell phones,571.47,257.09505
11100001,1110000,2018-01-14,2018-01-19,1,1941044,0,1722,MGS Zoo Tycoon 2: End range Species Expansion Pack E105,Tailspin Toys,Silver,28.55,61.3825,5.2175125,27.6149875,Download Games,Games and Toys,61.3825,27.6149875
11100002,1110000,2018-01-14,2018-01-19,1,1941044,0,109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.16,131.494,11.17699,59.15701,Bluetooth Headphones,Audio,131.494,59.15701
11100003,1110000,2018-01-14,2018-01-19,1,1941044,0,1446,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Gold,132.9,285.735,24.287475,128.547525,Touch Screen Phones,Cell phones,285.735,128.547525
11100004,1110000,2018-01-14,2018-01-19,3,1941044,0,92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Red,49.69,106.8335,9.0808475,48.0626525,Bluetooth Headphones,Audio,320.5005,144.1879575
11110001,1111000,2018-01-15,2018-01-20,3,430583,22,1736,MGS Rise of Nations E112,Tailspin Toys,White,14.28,30.702,2.60967,13.81233,Download Games,Games and Toys,92.106,41.43699
11110002,1111000,2018-01-15,2018-01-20,2,430583,22,460,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,328.735,27.942475,147.892525,Desktops,Computers,657.47,295.78505
11110011,1111001,2018-01-15,2018-01-20,3,982914,41,728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,193.7795,16.4712575,87.1782425,"Printers, Scanners & Fax",Computers,581.3385,261.5347275
11110021,1111002,2018-01-15,2018-01-20,2,2064083,44,1577,SV DVD Recorder L200 Black,Southridge Video,Black,72.56,156.004,13.26034,70.18366,Movie DVD,"Music, Movies and Audio Books",312.008,140.36732
11110022,1111002,2018-01-15,2018-01-20,6,2064083,44,141,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,152.94,328.821,27.949785,147.931215,Televisions,TV and Video,1972.926,887.58729
11110023,1111002,2018-01-15,2018-01-20,4,2064083,44,429,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Brown,275.87,593.1205,50.4152425,266.8352575,Desktops,Computers,2372.482,1067.34103
11110041,1111004,2018-01-15,2018-01-20,1,1772324,0,1293,Contoso Telephoto Conversion Lens X400 Silver,Contoso,Silver,197.14,423.851,36.027335,190.683665,Cameras & Camcorders Accessories,Cameras and camcorders,423.851,190.683665
11110042,1111004,2018-01-15,2018-01-20,1,1772324,0,1772,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,Tailspin Toys,Blue,17.33,37.2595,3.1670575,16.7624425,Download Games,Games and Toys,37.2595,16.7624425
11110051,1111005,2018-01-15,2018-01-20,3,1025909,38,450,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,654.632,55.64372,294.50828,Desktops,Computers,1963.896,883.52484
11110061,1111006,2018-01-15,2018-01-20,2,1210706,57,1818,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,16.31,35.0665,2.9806525,15.7758475,Download Games,Games and Toys,70.133,31.551695
11110062,1111006,2018-01-15,2018-01-20,3,1210706,57,177,SV 8xDVD E130 Black,Southridge Video,Black,29.01,62.3715,5.3015775,28.0599225,VCD & DVD,TV and Video,187.1145,84.1797675
11110063,1111006,2018-01-15,2018-01-20,2,1210706,57,85,NT Wireless Bluetooth Stereo Headphones M402 Green,Northwind Traders,Green,45.98,98.857,8.402845,44.474155,Bluetooth Headphones,Audio,197.714,88.94831
11110064,1111006,2018-01-15,2018-01-20,3,1210706,57,1613,SV DVD 7-Inch Player Portable E200 White,Southridge Video,White,56.08,120.572,10.24862,54.24338,Movie DVD,"Music, Movies and Audio Books",361.716,162.73014
11110071,1111007,2018-01-15,2018-01-20,3,1927946,65,2109,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Grey,131.28,282.252,23.99142,126.98058,Water Heaters,Home Appliances,846.756,380.94174
11110072,1111007,2018-01-15,2018-01-20,5,1927946,65,34,Contoso 4GB Portable MP3 Player M450 Black,Contoso,Black,48.92,105.178,8.94013,47.31787,MP4&MP3,Audio,525.89,236.58935
11110074,1111007,2018-01-15,2018-01-20,3,1927946,65,1780,MGS Zoo Tycoon 2: African Adventure 2008 E136,Tailspin Toys,Blue,21.92,47.128,4.00588,21.20212,Download Games,Games and Toys,141.384,63.60636
11110081,1111008,2018-01-15,2018-01-20,3,1324742,57,2009,Fabrikam Microwave 1.6CuFt M1250 Black,Fabrikam,Black,82.77,177.9555,15.1262175,80.0592825,Microwaves,Home Appliances,533.8665,240.1778475
11110091,1111009,2018-01-15,2018-01-17,2,1664824,0,55,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,210.8505,17.9222925,94.8582075,Recording Pen,Audio,421.701,189.716415
11110092,1111009,2018-01-15,2018-01-17,1,1664824,0,1575,SV DVD Player M140 Gold,Southridge Video,Gold,28.05,60.3075,5.1261375,27.1313625,Movie DVD,"Music, Movies and Audio Books",60.3075,27.1313625
11110093,1111009,2018-01-15,2018-01-17,7,1664824,0,1264,Contoso Rechargeable Battery Pack E310 Black,Contoso,Black,35.68,76.712,6.52052,34.51148,Cameras & Camcorders Accessories,Cameras and camcorders,536.984,241.58036
11110094,1111009,2018-01-15,2018-01-17,1,1664824,0,1734,MGS Zoo Tycoon Complete Collection E110,Tailspin Toys,Blue,14.28,30.702,2.60967,13.81233,Download Games,Games and Toys,30.702,13.81233
11120001,1112000,2018-01-16,2018-01-21,2,1488083,64,1759,MGS MechWarrior 4: Vengeance X800,Tailspin Toys,Purple,34.75,74.7125,6.3505625,33.6119375,Download Games,Games and Toys,149.425,67.223875
11120002,1112000,2018-01-16,2018-01-21,2,1488083,64,694,Proseware Photo Ink Jet Printer E290 Grey,Proseware,Grey,52,111.8,9.503,50.297,"Printers, Scanners & Fax",Computers,223.6,100.594
11120021,1112002,2018-01-16,2018-01-21,3,1335875,54,1601,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,158.1755,13.4449175,71.1605825,Movie DVD,"Music, Movies and Audio Books",474.5265,213.4817475
11120022,1112002,2018-01-16,2018-01-21,2,1335875,54,1575,SV DVD Player M140 Gold,Southridge Video,Gold,28.05,60.3075,5.1261375,27.1313625,Movie DVD,"Music, Movies and Audio Books",120.615,54.262725
11120023,1112002,2018-01-16,2018-01-21,1,1335875,54,453,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,117.21,252.0015,21.4201275,113.3713725,Desktops,Computers,252.0015,113.3713725
11120031,1112003,2018-01-16,2018-01-21,1,1959272,47,1516,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,Gold,132.44,284.746,24.20341,128.10259,Smart phones & PDAs,Cell phones,284.746,128.10259
11120041,1112004,2018-01-16,2018-01-21,1,1371642,43,27,Contoso 16GB Mp5 Player M1600 White,Contoso,White,91.93,197.6495,16.8002075,88.9192925,MP4&MP3,Audio,197.6495,88.9192925
11120043,1112004,2018-01-16,2018-01-21,3,1371642,43,2218,Adventure Works Wall Lamp E2150 Grey,Adventure Works,Grey,61.17,131.5155,11.1788175,59.1666825,Lamps,Home Appliances,394.5465,177.5000475
11120044,1112004,2018-01-16,2018-01-21,1,1371642,43,137,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,229.93,494.3495,42.0197075,222.3997925,Televisions,TV and Video,494.3495,222.3997925
11120051,1112005,2018-01-16,2018-01-21,2,1635484,54,2061,Contoso Microwave 1.5CuFt X0110 Silver,Contoso,Silver,220.64,474.376,40.32196,213.41404,Microwaves,Home Appliances,948.752,426.82808
11120061,1112006,2018-01-16,2018-01-21,1,905099,37,1680,MGS Hand Games for students E400 Silver,Tailspin Toys,Silver,3.56,7.654,0.65059,3.44341,Boxed Games,Games and Toys,7.654,3.44341
11120062,1112006,2018-01-16,2018-01-21,3,905099,37,1404,Contoso Digital Cordless Expansion Handset Phone M900 Grey,Contoso,Grey,15.17,32.6155,2.7723175,14.6731825,Home & Office Phones,Cell phones,97.8465,44.0195475
11120071,1112007,2018-01-16,2018-01-21,4,1139944,40,97,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,73.874,6.27929,33.23471,Bluetooth Headphones,Audio,295.496,132.93884
11120081,1112008,2018-01-16,2018-01-21,5,1564987,43,1818,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,16.31,35.0665,2.9806525,15.7758475,Download Games,Games and Toys,175.3325,78.8792375
11120082,1112008,2018-01-16,2018-01-21,4,1564987,43,2517,Contoso In-Line Coupler E180 Silver,Contoso,Silver,1.71,3.6765,0.3125025,1.6539975,Cell phones Accessories,Cell phones,14.706,6.61599
11120091,1112009,2018-01-16,2018-01-21,1,1436157,65,1611,SV DVD 9-Inch Player Portable M300 White,Southridge Video,White,73.57,158.1755,13.4449175,71.1605825,Movie DVD,"Music, Movies and Audio Books",158.1755,71.1605825
11120101,1112010,2018-01-16,2018-01-21,1,1076700,40,458,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,252.0015,21.4201275,113.3713725,Desktops,Computers,252.0015,113.3713725
11120102,1112010,2018-01-16,2018-01-21,8,1076700,40,1643,Contoso DVD External DVD Burner M200 Grey,Contoso,Grey,26.62,57.233,4.864805,25.748195,Movie DVD,"Music, Movies and Audio Books",457.864,205.98556
11120103,1112010,2018-01-16,2018-01-21,3,1076700,40,429,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Brown,275.87,593.1205,50.4152425,266.8352575,Desktops,Computers,1779.3615,800.5057725
11120104,1112010,2018-01-16,2018-01-21,2,1076700,40,2,Contoso 512MB MP3 Player E51 Blue,Contoso,Blue,6.62,14.233,1.209805,6.403195,MP4&MP3,Audio,28.466,12.80639
11120106,1112010,2018-01-16,2018-01-21,1,1076700,40,580,Contoso Projector 480p M481 Black,Contoso,Black,254.4,546.96,46.4916,246.0684,Projectors & Screens,Computers,546.96,246.0684
11120111,1112011,2018-01-16,2018-01-21,5,1763514,65,2458,Litware USB Foam Fan E1301 Red,Litware,Red,10.19,21.9085,1.8622225,9.8562775,Fans,Home Appliances,109.5425,49.2813875
11120112,1112011,2018-01-16,2018-01-21,6,1763514,65,1918,Fabrikam Refrigerator 4.6CuFt E2800 Green,Fabrikam,Green,152.94,328.821,27.949785,147.931215,Refrigerators,Home Appliances,1972.926,887.58729
11120113,1112011,2018-01-16,2018-01-21,1,1763514,65,87,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Purple,45.98,98.857,8.402845,44.474155,Bluetooth Headphones,Audio,98.857,44.474155
11130001,1113000,2018-01-17,2018-01-21,1,655976,0,2060,Contoso Microwave 0.8CuFt E0080 White,Contoso,White,48.43,104.1245,8.8505825,46.8439175,Microwaves,Home Appliances,104.1245,46.8439175
11130011,1113001,2018-01-17,2018-01-22,3,929301,36,2357,Contoso Air conditioner 10000BTU M0490 Red,Contoso,Red,197.74,425.141,36.136985,191.264015,Air Conditioners,Home Appliances,1275.423,573.792045
11130012,1113001,2018-01-17,2018-01-22,6,929301,36,484,Proseware LCD17W E202 White,Proseware,White,65.77,141.4055,12.0194675,63.6160325,Monitors,Computers,848.433,381.696195
11130021,1113002,2018-01-17,2018-01-22,1,497316,24,1573,SV DVD Player M120 White,Southridge Video,White,27.13,58.3295,4.9580075,26.2414925,Movie DVD,"Music, Movies and Audio Books",58.3295,26.2414925
11130031,1113003,2018-01-17,2018-01-22,2,1053209,39,852,Contoso Laptop Keyboard X105 Brown,Contoso,Brown,76.5,164.475,13.980375,73.994625,Computers Accessories,Computers,328.95,147.98925
11130032,1113003,2018-01-17,2018-01-22,1,1053209,39,2072,Contoso Microwave 0.8CuFt E0080 Grey,Contoso,Grey,48.43,104.1245,8.8505825,46.8439175,Microwaves,Home Appliances,104.1245,46.8439175
11130033,1113003,2018-01-17,2018-01-22,1,1053209,39,1219,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",Fabrikam,Blue,305.81,657.4915,55.8867775,295.7947225,Camcorders,Cameras and camcorders,657.4915,295.7947225
11130041,1113004,2018-01-17,2018-01-22,1,1187490,37,1638,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,6.39,13.7385,1.1677725,6.1807275,Movie DVD,"Music, Movies and Audio Books",13.7385,6.1807275
11130042,1113004,2018-01-17,2018-01-22,3,1187490,37,179,SV 16xDVD M300 Silver,Southridge Video,Silver,54.72,117.648,10.00008,52.92792,VCD & DVD,TV and Video,352.944,158.78376
11130043,1113004,2018-01-17,2018-01-22,2,1187490,37,1164,Fabrikam Social videographer 1'' 25mm E400 Black,Fabrikam,Black,91.77,197.3055,16.7709675,88.7645325,Camcorders,Cameras and camcorders,394.611,177.529065
