TransactionID,CustomerID,StoreID,StoreCountry,StoreState,StoreSqMeters,StoreOpenDate
13560085,477437,23,Germany,Hamburg,1365,2010-01-01
13560091,865163,0,Online,Online,0,2010-01-01
13560101,1401888,54,United States,Nebraska,2000,2013-06-07
13560111,1489610,61,United States,South Carolina,2000,2012-12-15
13560121,1328055,66,United States,Wyoming,840,2014-01-01
13560122,1328055,66,United States,Wyoming,840,2014-01-01
13560123,1328055,66,United States,Wyoming,840,2014-01-01
13560131,350095,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13560141,129176,5,Australia,Victoria,2000,2015-12-09
13560142,129176,5,Australia,Victoria,2000,2015-12-09
13560151,1531796,47,United States,Hawaii,1120,2015-04-04
13570001,995332,0,Online,Online,0,2010-01-01
13570011,1594579,63,United States,Utah,2000,2008-03-06
13570012,1594579,63,United States,Utah,2000,2008-03-06
13570013,1594579,63,United States,Utah,2000,2008-03-06
13570014,1594579,63,United States,Utah,2000,2008-03-06
13570021,1653040,63,United States,Utah,2000,2008-03-06
13570041,703936,29,Italy,Enna,1000,2008-01-01
13570042,703936,29,Italy,Enna,1000,2008-01-01
13570043,703936,29,Italy,Enna,1000,2008-01-01
13570044,703936,29,Italy,Enna,1000,2008-01-01
13570051,1359727,56,United States,New Hampshire,1260,2015-01-01
13570052,1359727,56,United States,New Hampshire,1260,2015-01-01
13570061,1411591,0,Online,Online,0,2010-01-01
13570062,1411591,0,Online,Online,0,2010-01-01
13570063,1411591,0,Online,Online,0,2010-01-01
13570064,1411591,0,Online,Online,0,2010-01-01
13570071,1940708,0,Online,Online,0,2010-01-01
13570081,1900993,50,United States,Kansas,2000,2008-03-06
13570082,1900993,50,United States,Kansas,2000,2008-03-06
13570083,1900993,50,United States,Kansas,2000,2008-03-06
13570091,433811,0,Online,Online,0,2010-01-01
13570092,433811,0,Online,Online,0,2010-01-01
13570093,433811,0,Online,Online,0,2010-01-01
13570101,1822172,44,United States,Arkansas,2000,2010-06-03
13570103,1822172,44,United States,Arkansas,2000,2010-06-03
13570111,475180,20,Germany,Brandenburg,1715,2012-12-15
13570112,475180,20,Germany,Brandenburg,1715,2012-12-15
13570113,475180,20,Germany,Brandenburg,1715,2012-12-15
13570121,1581565,55,United States,Nevada,2000,2009-12-15
13570131,1364466,50,United States,Kansas,2000,2008-03-06
13570132,1364466,50,United States,Kansas,2000,2008-03-06
13570141,151499,5,Australia,Victoria,2000,2015-12-09
13570142,151499,5,Australia,Victoria,2000,2015-12-09
13570143,151499,5,Australia,Victoria,2000,2015-12-09
13570144,151499,5,Australia,Victoria,2000,2015-12-09
13570151,1049490,0,Online,Online,0,2010-01-01
13570152,1049490,0,Online,Online,0,2010-01-01
13570153,1049490,0,Online,Online,0,2010-01-01
13570154,1049490,0,Online,Online,0,2010-01-01
13570161,838631,0,Online,Online,0,2010-01-01
13570171,2065817,51,United States,Maine,1295,2010-01-01
13570172,2065817,51,United States,Maine,1295,2010-01-01
13570173,2065817,51,United States,Maine,1295,2010-01-01
13570181,542632,21,Germany,Freie Hansestadt Bremen,560,2018-06-03
13570191,1813538,0,Online,Online,0,2010-01-01
13570201,1976957,0,Online,Online,0,2010-01-01
13570202,1976957,0,Online,Online,0,2010-01-01
13580001,607356,12,France,Basse-Normandie,350,2012-06-06
13580002,607356,12,France,Basse-Normandie,350,2012-06-06
13580003,607356,12,France,Basse-Normandie,350,2012-06-06
13580011,1486608,0,Online,Online,0,2010-01-01
13580012,1486608,0,Online,Online,0,2010-01-01
13580013,1486608,0,Online,Online,0,2010-01-01
13580014,1486608,0,Online,Online,0,2010-01-01
13580015,1486608,0,Online,Online,0,2010-01-01
13580031,477389,19,Germany,Berlin,1295,2015-04-04
13580041,1393425,57,United States,New Mexico,1645,2010-06-03
13580051,1168405,36,United Kingdom,Armagh,1300,2014-07-02
13580052,1168405,36,United Kingdom,Armagh,1300,2014-07-02
13580053,1168405,36,United Kingdom,Armagh,1300,2014-07-02
13580055,1168405,36,United Kingdom,Armagh,1300,2014-07-02
13580056,1168405,36,United Kingdom,Armagh,1300,2014-07-02
13580061,1960599,50,United States,Kansas,2000,2008-03-06
13580062,1960599,50,United States,Kansas,2000,2008-03-06
13580063,1960599,50,United States,Kansas,2000,2008-03-06
13580064,1960599,50,United States,Kansas,2000,2008-03-06
13580071,1322224,55,United States,Nevada,2000,2009-12-15
13580091,1112974,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13580092,1112974,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13580093,1112974,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13580094,1112974,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13580101,1268661,51,United States,Maine,1295,2010-01-01
13580121,544176,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13580122,544176,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13580123,544176,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13580131,676146,14,France,Franche-Comté,350,2009-12-15
13580141,512415,0,Online,Online,0,2010-01-01
13580151,1432706,0,Online,Online,0,2010-01-01
13580152,1432706,0,Online,Online,0,2010-01-01
13580161,2098212,48,United States,Idaho,1540,2012-12-15
13580162,2098212,48,United States,Idaho,1540,2012-12-15
13580163,2098212,48,United States,Idaho,1540,2012-12-15
13580181,458601,24,Germany,Hessen,1855,2012-12-15
13580191,1408551,0,Online,Online,0,2010-01-01
13580192,1408551,0,Online,Online,0,2010-01-01
13580193,1408551,0,Online,Online,0,2010-01-01
13580201,333575,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13580202,333575,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13580211,1049861,38,United Kingdom,Belfast,1800,2015-04-04
13580212,1049861,38,United Kingdom,Belfast,1800,2015-04-04
13580221,2000732,0,Online,Online,0,2010-01-01
13580222,2000732,0,Online,Online,0,2010-01-01
13580223,2000732,0,Online,Online,0,2010-01-01
13580231,2043708,64,United States,Washington DC,1330,2010-01-01
13580261,1281531,45,United States,Connecticut,2000,2007-07-08
13580262,1281531,45,United States,Connecticut,2000,2007-07-08
13580263,1281531,45,United States,Connecticut,2000,2007-07-08
13580271,584863,19,Germany,Berlin,1295,2015-04-04
13590001,579875,19,Germany,Berlin,1295,2015-04-04
13590002,579875,19,Germany,Berlin,1295,2015-04-04
13590003,579875,19,Germany,Berlin,1295,2015-04-04
13590011,1179743,38,United Kingdom,Belfast,1800,2015-04-04
13590021,228402,10,Canada,Nunavut,1210,2015-04-04
13590022,228402,10,Canada,Nunavut,1210,2015-04-04
13590031,259681,0,Online,Online,0,2010-01-01
13590041,1071414,37,United Kingdom,Ayrshire,2100,2005-03-04
13590043,1071414,37,United Kingdom,Ayrshire,2100,2005-03-04
13590061,1981833,49,United States,Iowa,2000,2018-06-03
13590062,1981833,49,United States,Iowa,2000,2018-06-03
13590063,1981833,49,United States,Iowa,2000,2018-06-03
13590071,1484131,66,United States,Wyoming,840,2014-01-01
13590072,1484131,66,United States,Wyoming,840,2014-01-01
13590081,1882504,65,United States,West Virginia,1785,2012-01-01
13590082,1882504,65,United States,West Virginia,1785,2012-01-01
13590083,1882504,65,United States,West Virginia,1785,2012-01-01
13590091,1265115,51,United States,Maine,1295,2010-01-01
13590092,1265115,51,United States,Maine,1295,2010-01-01
13590093,1265115,51,United States,Maine,1295,2010-01-01
13590101,856677,32,Netherlands,Flevoland,910,2010-01-01
13590102,856677,32,Netherlands,Flevoland,910,2010-01-01
13590111,1315611,0,Online,Online,0,2010-01-01
13590112,1315611,0,Online,Online,0,2010-01-01
13590131,418500,19,Germany,Berlin,1295,2015-04-04
13590132,418500,19,Germany,Berlin,1295,2015-04-04
13590141,1497719,43,United States,Alaska,1190,2015-01-01
13590151,1301552,62,United States,South Dakota,1120,2018-06-03
13590161,1282801,61,United States,South Carolina,2000,2012-12-15
13590162,1282801,61,United States,South Carolina,2000,2012-12-15
13590163,1282801,61,United States,South Carolina,2000,2012-12-15
13590171,1397271,49,United States,Iowa,2000,2018-06-03
13590172,1397271,49,United States,Iowa,2000,2018-06-03
13590181,422579,0,Online,Online,0,2010-01-01
13590182,422579,0,Online,Online,0,2010-01-01
13590191,1058914,37,United Kingdom,Ayrshire,2100,2005-03-04
13590192,1058914,37,United Kingdom,Ayrshire,2100,2005-03-04
13590201,148348,4,Australia,Tasmania,2000,2010-01-01
13590202,148348,4,Australia,Tasmania,2000,2010-01-01
13590203,148348,4,Australia,Tasmania,2000,2010-01-01
13590204,148348,4,Australia,Tasmania,2000,2010-01-01
13590205,148348,4,Australia,Tasmania,2000,2010-01-01
13590206,148348,4,Australia,Tasmania,2000,2010-01-01
13590207,148348,4,Australia,Tasmania,2000,2010-01-01
13590221,501912,0,Online,Online,0,2010-01-01
13590222,501912,0,Online,Online,0,2010-01-01
13590223,501912,0,Online,Online,0,2010-01-01
13590231,1468252,59,United States,Oregon,2000,2012-08-08
13590251,1647358,64,United States,Washington DC,1330,2010-01-01
13590261,1357822,44,United States,Arkansas,2000,2010-06-03
13590262,1357822,44,United States,Arkansas,2000,2010-06-03
13590263,1357822,44,United States,Arkansas,2000,2010-06-03
13590264,1357822,44,United States,Arkansas,2000,2010-06-03
13590271,1752287,44,United States,Arkansas,2000,2010-06-03
13590272,1752287,44,United States,Arkansas,2000,2010-06-03
13590281,1392092,0,Online,Online,0,2010-01-01
13590282,1392092,0,Online,Online,0,2010-01-01
13590283,1392092,0,Online,Online,0,2010-01-01
13590284,1392092,0,Online,Online,0,2010-01-01
13590285,1392092,0,Online,Online,0,2010-01-01
13590291,1807423,43,United States,Alaska,1190,2015-01-01
13600011,796606,29,Italy,Enna,1000,2008-01-01
13600012,796606,29,Italy,Enna,1000,2008-01-01
13600021,1039050,38,United Kingdom,Belfast,1800,2015-04-04
13600022,1039050,38,United Kingdom,Belfast,1800,2015-04-04
13600041,993480,37,United Kingdom,Ayrshire,2100,2005-03-04
13600051,1717637,43,United States,Alaska,1190,2015-01-01
13600052,1717637,43,United States,Alaska,1190,2015-01-01
13600061,309667,0,Online,Online,0,2010-01-01
13600071,522334,23,Germany,Hamburg,1365,2010-01-01
13600072,522334,23,Germany,Hamburg,1365,2010-01-01
13600081,1466422,64,United States,Washington DC,1330,2010-01-01
13600082,1466422,64,United States,Washington DC,1330,2010-01-01
13600083,1466422,64,United States,Washington DC,1330,2010-01-01
13600084,1466422,64,United States,Washington DC,1330,2010-01-01
13600085,1466422,64,United States,Washington DC,1330,2010-01-01
13600086,1466422,64,United States,Washington DC,1330,2010-01-01
13600087,1466422,64,United States,Washington DC,1330,2010-01-01
13600091,1427132,55,United States,Nevada,2000,2009-12-15
13600092,1427132,55,United States,Nevada,2000,2009-12-15
13600093,1427132,55,United States,Nevada,2000,2009-12-15
13600101,1380698,0,Online,Online,0,2010-01-01
13600102,1380698,0,Online,Online,0,2010-01-01
13600103,1380698,0,Online,Online,0,2010-01-01
13600104,1380698,0,Online,Online,0,2010-01-01
13600111,1234718,47,United States,Hawaii,1120,2015-04-04
13600121,1892614,48,United States,Idaho,1540,2012-12-15
13600131,1997780,50,United States,Kansas,2000,2008-03-06
13600141,1561955,51,United States,Maine,1295,2010-01-01
13600142,1561955,51,United States,Maine,1295,2010-01-01
13600143,1561955,51,United States,Maine,1295,2010-01-01
13600144,1561955,51,United States,Maine,1295,2010-01-01
13600151,1276810,61,United States,South Carolina,2000,2012-12-15
13600152,1276810,61,United States,South Carolina,2000,2012-12-15
13600153,1276810,61,United States,South Carolina,2000,2012-12-15
13600154,1276810,61,United States,South Carolina,2000,2012-12-15
13600155,1276810,61,United States,South Carolina,2000,2012-12-15
13600156,1276810,61,United States,South Carolina,2000,2012-12-15
13600171,1490808,0,Online,Online,0,2010-01-01
13600172,1490808,0,Online,Online,0,2010-01-01
13600181,1326042,0,Online,Online,0,2010-01-01
13600182,1326042,0,Online,Online,0,2010-01-01
13600183,1326042,0,Online,Online,0,2010-01-01
13600184,1326042,0,Online,Online,0,2010-01-01
13600185,1326042,0,Online,Online,0,2010-01-01
13610001,2080936,59,United States,Oregon,2000,2012-08-08
13610011,890720,34,Netherlands,Groningen,1365,2010-01-01
13610012,890720,34,Netherlands,Groningen,1365,2010-01-01
13610013,890720,34,Netherlands,Groningen,1365,2010-01-01
13610021,759569,30,Italy,Pesaro,2100,2008-01-12
13610022,759569,30,Italy,Pesaro,2100,2008-01-12
13610023,759569,30,Italy,Pesaro,2100,2008-01-12
13610041,1920064,65,United States,West Virginia,1785,2012-01-01
13610051,2032411,55,United States,Nevada,2000,2009-12-15
13610052,2032411,55,United States,Nevada,2000,2009-12-15
13610053,2032411,55,United States,Nevada,2000,2009-12-15
13610054,2032411,55,United States,Nevada,2000,2009-12-15
13610055,2032411,55,United States,Nevada,2000,2009-12-15
13610056,2032411,55,United States,Nevada,2000,2009-12-15
13610061,1522843,63,United States,Utah,2000,2008-03-06
13610062,1522843,63,United States,Utah,2000,2008-03-06
13610071,1898765,44,United States,Arkansas,2000,2010-06-03
13610072,1898765,44,United States,Arkansas,2000,2010-06-03
13610073,1898765,44,United States,Arkansas,2000,2010-06-03
13610074,1898765,44,United States,Arkansas,2000,2010-06-03
13610081,789108,0,Online,Online,0,2010-01-01
13610091,1482325,50,United States,Kansas,2000,2008-03-06
13610101,1039050,36,United Kingdom,Armagh,1300,2014-07-02
13610102,1039050,36,United Kingdom,Armagh,1300,2014-07-02
13610103,1039050,36,United Kingdom,Armagh,1300,2014-07-02
13610111,1202917,50,United States,Kansas,2000,2008-03-06
13610112,1202917,50,United States,Kansas,2000,2008-03-06
13610113,1202917,50,United States,Kansas,2000,2008-03-06
13610114,1202917,50,United States,Kansas,2000,2008-03-06
13610121,1972249,62,United States,South Dakota,1120,2018-06-03
13610122,1972249,62,United States,South Dakota,1120,2018-06-03
13610131,601837,18,France,Mayotte,310,2012-08-08
13610141,1377272,0,Online,Online,0,2010-01-01
13610142,1377272,0,Online,Online,0,2010-01-01
13610143,1377272,0,Online,Online,0,2010-01-01
13610151,1523497,0,Online,Online,0,2010-01-01
13610161,1230757,0,Online,Online,0,2010-01-01
13610171,1481150,63,United States,Utah,2000,2008-03-06
13610191,312530,0,Online,Online,0,2010-01-01
13610192,312530,0,Online,Online,0,2010-01-01
13610193,312530,0,Online,Online,0,2010-01-01
13610194,312530,0,Online,Online,0,2010-01-01
13610201,1441326,59,United States,Oregon,2000,2012-08-08
13610211,1670940,44,United States,Arkansas,2000,2010-06-03
13610212,1670940,44,United States,Arkansas,2000,2010-06-03
13610213,1670940,44,United States,Arkansas,2000,2010-06-03
13610214,1670940,44,United States,Arkansas,2000,2010-06-03
13610231,1877744,63,United States,Utah,2000,2008-03-06
13610232,1877744,63,United States,Utah,2000,2008-03-06
13610241,830447,32,Netherlands,Flevoland,910,2010-01-01
13610242,830447,32,Netherlands,Flevoland,910,2010-01-01
13610243,830447,32,Netherlands,Flevoland,910,2010-01-01
13610251,1451236,57,United States,New Mexico,1645,2010-06-03
13610261,844232,32,Netherlands,Flevoland,910,2010-01-01
13610271,995272,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13610272,995272,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13610273,995272,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13610274,995272,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13610275,995272,40,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06
13610281,1813454,0,Online,Online,0,2010-01-01
13610282,1813454,0,Online,Online,0,2010-01-01
13610291,17412,0,Online,Online,0,2010-01-01
13610292,17412,0,Online,Online,0,2010-01-01
13610293,17412,0,Online,Online,0,2010-01-01
13610311,1754382,63,United States,Utah,2000,2008-03-06
13610312,1754382,63,United States,Utah,2000,2008-03-06
13610313,1754382,63,United States,Utah,2000,2008-03-06
13610321,1855347,59,United States,Oregon,2000,2012-08-08
13610331,1217343,0,Online,Online,0,2010-01-01
13610332,1217343,0,Online,Online,0,2010-01-01
13610333,1217343,0,Online,Online,0,2010-01-01
13610341,860549,32,Netherlands,Flevoland,910,2010-01-01
13610342,860549,32,Netherlands,Flevoland,910,2010-01-01
13610351,1490471,0,Online,Online,0,2010-01-01
13610361,1601387,50,United States,Kansas,2000,2008-03-06
13610362,1601387,50,United States,Kansas,2000,2008-03-06
13610363,1601387,50,United States,Kansas,2000,2008-03-06
13620001,1766887,54,United States,Nebraska,2000,2013-06-07
13620002,1766887,54,United States,Nebraska,2000,2013-06-07
13620003,1766887,54,United States,Nebraska,2000,2013-06-07
13620004,1766887,54,United States,Nebraska,2000,2013-06-07
13620005,1766887,54,United States,Nebraska,2000,2013-06-07
13620006,1766887,54,United States,Nebraska,2000,2013-06-07
13620011,1263974,57,United States,New Mexico,1645,2010-06-03
13620012,1263974,57,United States,New Mexico,1645,2010-06-03
13620013,1263974,57,United States,New Mexico,1645,2010-06-03
13620014,1263974,57,United States,New Mexico,1645,2010-06-03
13630011,468948,0,Online,Online,0,2010-01-01
13630012,468948,0,Online,Online,0,2010-01-01
13630013,468948,0,Online,Online,0,2010-01-01
13630021,1296282,61,United States,South Carolina,2000,2012-12-15
13630022,1296282,61,United States,South Carolina,2000,2012-12-15
13630031,1761079,59,United States,Oregon,2000,2012-08-08
13630041,1916988,45,United States,Connecticut,2000,2007-07-08
13630042,1916988,45,United States,Connecticut,2000,2007-07-08
13630043,1916988,45,United States,Connecticut,2000,2007-07-08
13630044,1916988,45,United States,Connecticut,2000,2007-07-08
13630045,1916988,45,United States,Connecticut,2000,2007-07-08
13630046,1916988,45,United States,Connecticut,2000,2007-07-08
13630047,1916988,45,United States,Connecticut,2000,2007-07-08
13630051,270462,9,Canada,Northwest Territories,1500,2005-03-04
13630052,270462,9,Canada,Northwest Territories,1500,2005-03-04
13630053,270462,9,Canada,Northwest Territories,1500,2005-03-04
13630054,270462,9,Canada,Northwest Territories,1500,2005-03-04
13630055,270462,9,Canada,Northwest Territories,1500,2005-03-04
13630061,588654,0,Online,Online,0,2010-01-01
13630062,588654,0,Online,Online,0,2010-01-01
13630063,588654,0,Online,Online,0,2010-01-01
13630071,157872,5,Australia,Victoria,2000,2015-12-09
13630072,157872,5,Australia,Victoria,2000,2015-12-09
13630073,157872,5,Australia,Victoria,2000,2015-12-09
13630074,157872,5,Australia,Victoria,2000,2015-12-09
13630075,157872,5,Australia,Victoria,2000,2015-12-09
13630076,157872,5,Australia,Victoria,2000,2015-12-09
13630077,157872,5,Australia,Victoria,2000,2015-12-09
13630081,199120,0,Online,Online,0,2010-01-01
13630082,199120,0,Online,Online,0,2010-01-01
13630083,199120,0,Online,Online,0,2010-01-01
13630091,599141,20,Germany,Brandenburg,1715,2012-12-15
13630092,599141,20,Germany,Brandenburg,1715,2012-12-15
13630101,502758,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13630102,502758,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13630103,502758,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13630104,502758,27,Germany,Sachsen-Anhalt,2000,2008-08-08
13630111,1838833,63,United States,Utah,2000,2008-03-06
13630121,329514,10,Canada,Nunavut,1210,2015-04-04
13630122,329514,10,Canada,Nunavut,1210,2015-04-04
13630123,329514,10,Canada,Nunavut,1210,2015-04-04
13630124,329514,10,Canada,Nunavut,1210,2015-04-04
13630141,1360550,44,United States,Arkansas,2000,2010-06-03
13630151,1837603,0,Online,Online,0,2010-01-01
13630152,1837603,0,Online,Online,0,2010-01-01
13630153,1837603,0,Online,Online,0,2010-01-01
13640001,1269780,66,United States,Wyoming,840,2014-01-01
13640011,777994,30,Italy,Pesaro,2100,2008-01-12
13640012,777994,30,Italy,Pesaro,2100,2008-01-12
13640013,777994,30,Italy,Pesaro,2100,2008-01-12
13640014,777994,30,Italy,Pesaro,2100,2008-01-12
13640021,2080735,48,United States,Idaho,1540,2012-12-15
13640022,2080735,48,United States,Idaho,1540,2012-12-15
13640023,2080735,48,United States,Idaho,1540,2012-12-15
13640024,2080735,48,United States,Idaho,1540,2012-12-15
13640025,2080735,48,United States,Idaho,1540,2012-12-15
13640026,2080735,48,United States,Idaho,1540,2012-12-15
13640027,2080735,48,United States,Idaho,1540,2012-12-15
13640041,1075069,0,Online,Online,0,2010-01-01
13640042,1075069,0,Online,Online,0,2010-01-01
13640051,1739992,44,United States,Arkansas,2000,2010-06-03
13640052,1739992,44,United States,Arkansas,2000,2010-06-03
13640061,730747,30,Italy,Pesaro,2100,2008-01-12
13640071,1992835,66,United States,Wyoming,840,2014-01-01
13640072,1992835,66,United States,Wyoming,840,2014-01-01
13640081,93389,5,Australia,Victoria,2000,2015-12-09
13640091,1705952,63,United States,Utah,2000,2008-03-06
13640092,1705952,63,United States,Utah,2000,2008-03-06
13640093,1705952,63,United States,Utah,2000,2008-03-06
13640101,1453090,61,United States,South Carolina,2000,2012-12-15
13640111,1817680,54,United States,Nebraska,2000,2013-06-07
13640121,1877381,66,United States,Wyoming,840,2014-01-01
13640122,1877381,66,United States,Wyoming,840,2014-01-01
13640131,871505,33,Netherlands,Friesland,1540,2015-12-09
13640132,871505,33,Netherlands,Friesland,1540,2015-12-09
13640133,871505,33,Netherlands,Friesland,1540,2015-12-09
13640141,461221,21,Germany,Freie Hansestadt Bremen,560,2018-06-03
13640151,590960,22,Germany,Freistaat Thüringen,2000,2008-03-06
13640152,590960,22,Germany,Freistaat Thüringen,2000,2008-03-06
13640153,590960,22,Germany,Freistaat Thüringen,2000,2008-03-06
13640154,590960,22,Germany,Freistaat Thüringen,2000,2008-03-06
13640161,1305648,59,United States,Oregon,2000,2012-08-08
13640162,1305648,59,United States,Oregon,2000,2012-08-08
13640171,1936262,47,United States,Hawaii,1120,2015-04-04
13640172,1936262,47,United States,Hawaii,1120,2015-04-04
13640173,1936262,47,United States,Hawaii,1120,2015-04-04
13640181,1754205,55,United States,Nevada,2000,2009-12-15
13640182,1754205,55,United States,Nevada,2000,2009-12-15
13640183,1754205,55,United States,Nevada,2000,2009-12-15
13640191,581404,0,Online,Online,0,2010-01-01
13640192,581404,0,Online,Online,0,2010-01-01
13640193,581404,0,Online,Online,0,2010-01-01
13650001,933344,42,United Kingdom,North Down,1900,2009-12-15
13650011,2006313,57,United States,New Mexico,1645,2010-06-03
13650012,2006313,57,United States,New Mexico,1645,2010-06-03
13650013,2006313,57,United States,New Mexico,1645,2010-06-03
13650021,529903,23,Germany,Hamburg,1365,2010-01-01
13650022,529903,23,Germany,Hamburg,1365,2010-01-01
13650023,529903,23,Germany,Hamburg,1365,2010-01-01
13650031,1423675,43,United States,Alaska,1190,2015-01-01
13650041,1677703,43,United States,Alaska,1190,2015-01-01
13650051,1557811,64,United States,Washington DC,1330,2010-01-01
13650052,1557811,64,United States,Washington DC,1330,2010-01-01
13650061,2077257,43,United States,Alaska,1190,2015-01-01
13650062,2077257,43,United States,Alaska,1190,2015-01-01
13650063,2077257,43,United States,Alaska,1190,2015-01-01
13650064,2077257,43,United States,Alaska,1190,2015-01-01
13650081,1418448,48,United States,Idaho,1540,2012-12-15
13650082,1418448,48,United States,Idaho,1540,2012-12-15
13650101,1798993,63,United States,Utah,2000,2008-03-06
13650111,2057632,55,United States,Nevada,2000,2009-12-15
13650121,323542,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13650122,323542,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13650123,323542,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13650131,1490800,59,United States,Oregon,2000,2012-08-08
13650141,686760,18,France,Mayotte,310,2012-08-08
13650151,1718240,0,Online,Online,0,2010-01-01
13650152,1718240,0,Online,Online,0,2010-01-01
13650153,1718240,0,Online,Online,0,2010-01-01
13650154,1718240,0,Online,Online,0,2010-01-01
13650155,1718240,0,Online,Online,0,2010-01-01
13650161,1915808,44,United States,Arkansas,2000,2010-06-03
13650162,1915808,44,United States,Arkansas,2000,2010-06-03
13650171,1407626,65,United States,West Virginia,1785,2012-01-01
13650172,1407626,65,United States,West Virginia,1785,2012-01-01
13650173,1407626,65,United States,West Virginia,1785,2012-01-01
13650175,1407626,65,United States,West Virginia,1785,2012-01-01
13650176,1407626,65,United States,West Virginia,1785,2012-01-01
13650181,394173,9,Canada,Northwest Territories,1500,2005-03-04
13650191,331947,9,Canada,Northwest Territories,1500,2005-03-04
13650192,331947,9,Canada,Northwest Territories,1500,2005-03-04
13650193,331947,9,Canada,Northwest Territories,1500,2005-03-04
13650201,927241,37,United Kingdom,Ayrshire,2100,2005-03-04
13650202,927241,37,United Kingdom,Ayrshire,2100,2005-03-04
13650211,1529852,44,United States,Arkansas,2000,2010-06-03
13650212,1529852,44,United States,Arkansas,2000,2010-06-03
13650213,1529852,44,United States,Arkansas,2000,2010-06-03
13650214,1529852,44,United States,Arkansas,2000,2010-06-03
13650221,1389047,64,United States,Washington DC,1330,2010-01-01
13650222,1389047,64,United States,Washington DC,1330,2010-01-01
13650231,828969,34,Netherlands,Groningen,1365,2010-01-01
13650232,828969,34,Netherlands,Groningen,1365,2010-01-01
13650234,828969,34,Netherlands,Groningen,1365,2010-01-01
13650235,828969,34,Netherlands,Groningen,1365,2010-01-01
13650241,1138327,42,United Kingdom,North Down,1900,2009-12-15
13650251,1519413,50,United States,Kansas,2000,2008-03-06
13650252,1519413,50,United States,Kansas,2000,2008-03-06
13650261,379142,9,Canada,Northwest Territories,1500,2005-03-04
13650262,379142,9,Canada,Northwest Territories,1500,2005-03-04
13660001,1471544,64,United States,Washington DC,1330,2010-01-01
13660002,1471544,64,United States,Washington DC,1330,2010-01-01
13660003,1471544,64,United States,Washington DC,1330,2010-01-01
13660011,1556602,0,Online,Online,0,2010-01-01
13660012,1556602,0,Online,Online,0,2010-01-01
13660021,1252167,65,United States,West Virginia,1785,2012-01-01
13660031,1418618,64,United States,Washington DC,1330,2010-01-01
13660041,713731,29,Italy,Enna,1000,2008-01-01
13660042,713731,29,Italy,Enna,1000,2008-01-01
13660043,713731,29,Italy,Enna,1000,2008-01-01
13660044,713731,29,Italy,Enna,1000,2008-01-01
13660051,1238419,65,United States,West Virginia,1785,2012-01-01
13660061,1595616,63,United States,Utah,2000,2008-03-06
13660062,1595616,63,United States,Utah,2000,2008-03-06
13660063,1595616,63,United States,Utah,2000,2008-03-06
13660064,1595616,63,United States,Utah,2000,2008-03-06
13660065,1595616,63,United States,Utah,2000,2008-03-06
13660066,1595616,63,United States,Utah,2000,2008-03-06
13660071,1933298,44,United States,Arkansas,2000,2010-06-03
13660091,619712,12,France,Basse-Normandie,350,2012-06-06
13660093,619712,12,France,Basse-Normandie,350,2012-06-06
13660094,619712,12,France,Basse-Normandie,350,2012-06-06
13660101,2095309,59,United States,Oregon,2000,2012-08-08
13660102,2095309,59,United States,Oregon,2000,2012-08-08
13660111,336525,8,Canada,Newfoundland and Labrador,2105,2014-07-02
13660121,360001,9,Canada,Northwest Territories,1500,2005-03-04
13660122,360001,9,Canada,Northwest Territories,1500,2005-03-04
13660123,360001,9,Canada,Northwest Territories,1500,2005-03-04
13660124,360001,9,Canada,Northwest Territories,1500,2005-03-04
13660141,1599307,53,United States,Montana,1260,2012-06-06
13660142,1599307,53,United States,Montana,1260,2012-06-06
13660143,1599307,53,United States,Montana,1260,2012-06-06
13660151,1761007,65,United States,West Virginia,1785,2012-01-01
13660161,1732661,49,United States,Iowa,2000,2018-06-03
13660171,1241190,57,United States,New Mexico,1645,2010-06-03
13660172,1241190,57,United States,New Mexico,1645,2010-06-03
13660173,1241190,57,United States,New Mexico,1645,2010-06-03
13660191,1542784,49,United States,Iowa,2000,2018-06-03
13660192,1542784,49,United States,Iowa,2000,2018-06-03
13660193,1542784,49,United States,Iowa,2000,2018-06-03
13660194,1542784,49,United States,Iowa,2000,2018-06-03
